run,fit1,node1,fit2,node2
48,29849,3.4950_1.5050_2.5000_1.5050_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
48,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
48,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
49,544592,0.5066_5.1200_1.5044_5.1200_-0.4911,433949,1.5044_4.4976_-0.4912_5.1200_-1.4889
49,433949,1.5044_4.4976_-0.4912_5.1200_-1.4889,411217,0.5066_3.4999_-0.4912_5.1200_-0.4911
49,411217,0.5066_3.4999_-0.4912_5.1200_-0.4911,200260,-0.4912_4.4976_0.5066_3.4999_0.5066
49,200260,-0.4912_4.4976_0.5066_3.4999_0.5066,200260,-1.4889_2.5021_1.5044_4.4976_1.5044
49,200260,-1.4889_2.5021_1.5044_4.4976_1.5044,149244,-0.4849_2.5000_1.5050_3.4950_0.5101
49,149244,-0.4849_2.5000_1.5050_3.4950_0.5101,99496,0.5101_2.5000_1.5050_3.4950_0.5101
49,99496,0.5101_2.5000_1.5050_3.4950_0.5101,59697,2.5000_3.4950_0.5101_2.5000_1.5050
49,59697,2.5000_3.4950_0.5101_2.5000_1.5050,29849,2.5000_2.5000_1.5050_3.4950_1.5050
49,29849,2.5000_2.5000_1.5050_3.4950_1.5050,19899,2.5000_2.5000_1.5050_2.5000_1.5050
49,19899,2.5000_2.5000_1.5050_2.5000_1.5050,19899,2.5000_2.5000_1.5050_1.5050_2.5000
49,19899,2.5000_2.5000_1.5050_1.5050_2.5000,19899,2.5000_2.5000_2.5000_1.5050_3.4950
49,19899,2.5000_2.5000_2.5000_1.5050_3.4950,0,2.5000_2.5000_2.5000_2.5000_2.5000
49,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
49,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
50,218890,2.5000_0.5101_-0.4849_-0.4849_2.5000,169143,2.5000_0.5101_-0.4849_0.5101_2.5000
50,169143,2.5000_0.5101_-0.4849_0.5101_2.5000,109445,3.4950_1.5050_0.5101_0.5101_1.5050
50,109445,3.4950_1.5050_0.5101_0.5101_1.5050,99496,2.5000_1.5050_0.5101_0.5101_1.5050
50,99496,2.5000_1.5050_0.5101_0.5101_1.5050,99496,3.4950_-0.4849_2.5000_2.5000_2.5000
50,99496,3.4950_-0.4849_2.5000_2.5000_2.5000,59697,1.5050_0.5101_2.5000_2.5000_3.4950
50,59697,1.5050_0.5101_2.5000_2.5000_3.4950,29849,2.5000_1.5050_2.5000_3.4950_3.4950
50,29849,2.5000_1.5050_2.5000_3.4950_3.4950,29849,2.5000_1.5050_2.5000_3.4950_3.4950
50,29849,2.5000_1.5050_2.5000_3.4950_3.4950,19899,2.5000_1.5050_2.5000_2.5000_3.4950
50,19899,2.5000_1.5050_2.5000_2.5000_3.4950,9950,2.5000_2.5000_2.5000_2.5000_3.4950
50,9950,2.5000_2.5000_2.5000_2.5000_3.4950,0,2.5000_2.5000_2.5000_2.5000_2.5000
50,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
50,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
51,553119,5.1200_-4.4821_3.4999_0.5066_3.4999,460555,5.1200_-2.4866_3.4999_-0.4912_3.4999
51,460555,5.1200_-2.4866_3.4999_-0.4912_3.4999,205254,4.4976_-0.4912_4.4976_0.5066_0.5066
51,205254,4.4976_-0.4912_4.4976_0.5066_0.5066,157034,3.4999_-0.4912_4.4976_1.5044_1.5044
51,157034,3.4999_-0.4912_4.4976_1.5044_1.5044,119395,3.4950_-0.4849_3.4950_2.5000_1.5050
51,119395,3.4950_-0.4849_3.4950_2.5000_1.5050,118802,4.4976_0.5066_4.4976_1.5044_2.5021
51,118802,4.4976_0.5066_4.4976_1.5044_2.5021,59697,3.4950_0.5101_3.4950_2.5000_2.5000
51,59697,3.4950_0.5101_3.4950_2.5000_2.5000,59697,3.4950_0.5101_2.5000_3.4950_2.5000
51,59697,3.4950_0.5101_2.5000_3.4950_2.5000,49748,3.4950_0.5101_2.5000_2.5000_2.5000
51,49748,3.4950_0.5101_2.5000_2.5000_2.5000,19899,2.5000_1.5050_3.4950_2.5000_2.5000
51,19899,2.5000_1.5050_3.4950_2.5000_2.5000,19899,1.5050_2.5000_2.5000_2.5000_3.4950
51,19899,1.5050_2.5000_2.5000_2.5000_3.4950,19899,2.5000_1.5050_2.5000_1.5050_2.5000
51,19899,2.5000_1.5050_2.5000_1.5050_2.5000,9950,2.5000_2.5000_2.5000_1.5050_2.5000
51,9950,2.5000_2.5000_2.5000_1.5050_2.5000,9950,2.5000_2.5000_2.5000_1.5050_2.5000
51,9950,2.5000_2.5000_2.5000_1.5050_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
51,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
51,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
51,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
51,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
52,159193,1.5050_-0.4849_1.5050_0.5101_3.4950,129345,0.5101_0.5101_2.5000_0.5101_3.4950
52,129345,0.5101_0.5101_2.5000_0.5101_3.4950,99496,1.5050_0.5101_3.4950_0.5101_2.5000
52,99496,1.5050_0.5101_3.4950_0.5101_2.5000,89546,0.5101_0.5101_2.5000_1.5050_2.5000
52,89546,0.5101_0.5101_2.5000_1.5050_2.5000,69647,0.5101_1.5050_3.4950_1.5050_2.5000
52,69647,0.5101_1.5050_3.4950_1.5050_2.5000,49748,1.5050_1.5050_3.4950_1.5050_3.4950
52,49748,1.5050_1.5050_3.4950_1.5050_3.4950,9950,2.5000_2.5000_2.5000_1.5050_2.5000
52,9950,2.5000_2.5000_2.5000_1.5050_2.5000,9950,1.5050_2.5000_2.5000_2.5000_2.5000
52,9950,1.5050_2.5000_2.5000_2.5000_2.5000,9950,2.5000_3.4950_2.5000_2.5000_2.5000
52,9950,2.5000_3.4950_2.5000_2.5000_2.5000,9950,2.5000_2.5000_2.5000_1.5050_2.5000
52,9950,2.5000_2.5000_2.5000_1.5050_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
52,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
52,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
52,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
52,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
53,704069,-4.4821_4.4976_3.4999_-2.4866_-3.4844,633118,-4.4821_1.5044_4.4976_-0.4912_-3.4844
53,633118,-4.4821_1.5044_4.4976_-0.4912_-3.4844,505078,-3.4844_1.5044_3.4999_-0.4912_-2.4866
53,505078,-3.4844_1.5044_3.4999_-0.4912_-2.4866,505078,-3.4844_1.5044_3.4999_-0.4912_-2.4866
53,505078,-3.4844_1.5044_3.4999_-0.4912_-2.4866,238790,-0.4849_0.5101_3.4950_1.5050_-0.4849
53,238790,-0.4849_0.5101_3.4950_1.5050_-0.4849,216879,0.5066_1.5044_3.4999_2.5021_-1.4889
53,216879,0.5066_1.5044_3.4999_2.5021_-1.4889,208940,0.5101_1.5050_2.5000_2.5000_-1.4798
53,208940,0.5101_1.5050_2.5000_2.5000_-1.4798,149244,0.5101_1.5050_1.5050_2.5000_-0.4849
53,149244,0.5101_1.5050_1.5050_2.5000_-0.4849,149244,1.5050_-0.4849_1.5050_2.5000_0.5101
53,149244,1.5050_-0.4849_1.5050_2.5000_0.5101,139294,2.5000_-0.4849_2.5000_3.4950_0.5101
53,139294,2.5000_-0.4849_2.5000_3.4950_0.5101,69647,2.5000_1.5050_3.4950_4.4899_1.5050
53,69647,2.5000_1.5050_3.4950_4.4899_1.5050,39798,2.5000_1.5050_3.4950_3.4950_1.5050
53,39798,2.5000_1.5050_3.4950_3.4950_1.5050,29849,2.5000_1.5050_3.4950_3.4950_2.5000
53,29849,2.5000_1.5050_3.4950_3.4950_2.5000,19899,2.5000_2.5000_3.4950_3.4950_2.5000
53,19899,2.5000_2.5000_3.4950_3.4950_2.5000,9950,2.5000_2.5000_3.4950_2.5000_2.5000
53,9950,2.5000_2.5000_3.4950_2.5000_2.5000,9950,2.5000_2.5000_2.5000_2.5000_1.5050
53,9950,2.5000_2.5000_2.5000_2.5000_1.5050,9950,2.5000_2.5000_3.4950_2.5000_2.5000
53,9950,2.5000_2.5000_3.4950_2.5000_2.5000,9950,2.5000_2.5000_3.4950_2.5000_2.5000
53,9950,2.5000_2.5000_3.4950_2.5000_2.5000,9950,1.5050_2.5000_2.5000_2.5000_2.5000
53,9950,1.5050_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
53,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
53,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
54,1261086,-5.1200_5.1200_-2.4866_5.1200_5.1200,1032391,-5.1200_5.1200_-1.4889_5.1200_4.4976
54,1032391,-5.1200_5.1200_-1.4889_5.1200_4.4976,653775,-1.4889_5.1200_-1.4889_5.1200_1.5044
54,653775,-1.4889_5.1200_-1.4889_5.1200_1.5044,601680,-0.4912_5.1200_-1.4889_5.1200_2.5021
54,601680,-0.4912_5.1200_-1.4889_5.1200_2.5021,456680,-1.4889_5.1200_-1.4889_4.4976_3.4999
54,456680,-1.4889_5.1200_-1.4889_4.4976_3.4999,236854,-0.4912_4.4976_-1.4889_4.4976_3.4999
54,236854,-0.4912_4.4976_-1.4889_4.4976_3.4999,206373,0.5066_4.4976_-1.4889_3.4999_4.4976
54,206373,0.5066_4.4976_-1.4889_3.4999_4.4976,165903,-0.4912_2.5021_0.5066_3.4999_4.4976
54,165903,-0.4912_2.5021_0.5066_3.4999_4.4976,119395,1.5050_3.4950_-0.4849_3.4950_2.5000
54,119395,1.5050_3.4950_-0.4849_3.4950_2.5000,89546,0.5101_2.5000_0.5101_3.4950_2.5000
54,89546,0.5101_2.5000_0.5101_3.4950_2.5000,49748,1.5050_2.5000_0.5101_2.5000_2.5000
54,49748,1.5050_2.5000_0.5101_2.5000_2.5000,39798,1.5050_1.5050_1.5050_2.5000_1.5050
54,39798,1.5050_1.5050_1.5050_2.5000_1.5050,29849,2.5000_2.5000_1.5050_1.5050_1.5050
54,29849,2.5000_2.5000_1.5050_1.5050_1.5050,29849,2.5000_3.4950_2.5000_1.5050_1.5050
54,29849,2.5000_3.4950_2.5000_1.5050_1.5050,19899,3.4950_2.5000_2.5000_2.5000_1.5050
54,19899,3.4950_2.5000_2.5000_2.5000_1.5050,9950,1.5050_2.5000_2.5000_2.5000_2.5000
54,9950,1.5050_2.5000_2.5000_2.5000_2.5000,9950,2.5000_2.5000_2.5000_2.5000_1.5050
54,9950,2.5000_2.5000_2.5000_2.5000_1.5050,0,2.5000_2.5000_2.5000_2.5000_2.5000
54,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
54,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
54,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
55,633728,3.4999_-5.1200_1.5044_3.4999_-0.4911,589383,2.5021_-5.1200_2.5021_1.5044_1.5044
55,589383,2.5021_-5.1200_2.5021_1.5044_1.5044,576639,2.5021_-5.1200_2.5021_2.5021_1.5044
55,576639,2.5021_-5.1200_2.5021_2.5021_1.5044,344919,2.5021_-4.4821_2.5021_2.5021_2.5021
55,344919,2.5021_-4.4821_2.5021_2.5021_2.5021,204135,2.5021_-1.4889_3.4999_2.5021_0.5066
55,204135,2.5021_-1.4889_3.4999_2.5021_0.5066,191391,3.4999_-1.4889_3.4999_1.5044_1.5044
55,191391,3.4999_-1.4889_3.4999_1.5044_1.5044,183641,3.4999_-1.4889_4.4976_2.5021_1.5044
55,183641,3.4999_-1.4889_4.4976_2.5021_1.5044,136540,4.4976_-0.4912_4.4976_2.5021_2.5021
55,136540,4.4976_-0.4912_4.4976_2.5021_2.5021,119395,3.4950_-0.4849_3.4950_2.5000_3.4950
55,119395,3.4950_-0.4849_3.4950_2.5000_3.4950,69647,2.5000_0.5101_3.4950_3.4950_3.4950
55,69647,2.5000_0.5101_3.4950_3.4950_3.4950,59697,2.5000_1.5050_2.5000_3.4950_4.4899
55,59697,2.5000_1.5050_2.5000_3.4950_4.4899,59697,2.5000_1.5050_2.5000_3.4950_4.4899
55,59697,2.5000_1.5050_2.5000_3.4950_4.4899,39798,3.4950_2.5000_3.4950_3.4950_3.4950
55,39798,3.4950_2.5000_3.4950_3.4950_3.4950,29849,2.5000_1.5050_2.5000_3.4950_3.4950
55,29849,2.5000_1.5050_2.5000_3.4950_3.4950,29849,2.5000_1.5050_2.5000_3.4950_3.4950
55,29849,2.5000_1.5050_2.5000_3.4950_3.4950,19899,3.4950_1.5050_2.5000_2.5000_2.5000
55,19899,3.4950_1.5050_2.5000_2.5000_2.5000,9950,2.5000_2.5000_2.5000_2.5000_1.5050
55,9950,2.5000_2.5000_2.5000_2.5000_1.5050,0,2.5000_2.5000_2.5000_2.5000_2.5000
55,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
56,588773,2.5021_0.5066_-3.4844_2.5021_-4.4821,501203,2.5021_1.5044_-3.4844_2.5021_-3.4844
56,501203,2.5021_1.5044_-3.4844_2.5021_-3.4844,299456,1.5044_1.5043_-1.4889_3.4999_-1.4889
56,299456,1.5044_1.5043_-1.4889_3.4999_-1.4889,149244,2.5000_1.5050_-0.4849_1.5050_0.5101
56,149244,2.5000_1.5050_-0.4849_1.5050_0.5101,139294,2.5000_1.5050_-0.4849_2.5000_0.5101
56,139294,2.5000_1.5050_-0.4849_2.5000_0.5101,99496,2.5000_1.5050_0.5101_1.5050_0.5101
56,99496,2.5000_1.5050_0.5101_1.5050_0.5101,89546,2.5000_1.5050_0.5101_2.5000_0.5101
56,89546,2.5000_1.5050_0.5101_2.5000_0.5101,89546,2.5000_0.5101_0.5101_2.5000_1.5050
56,89546,2.5000_0.5101_0.5101_2.5000_1.5050,69647,0.5101_1.5050_1.5050_3.4950_2.5000
56,69647,0.5101_1.5050_1.5050_3.4950_2.5000,39798,1.5050_2.5000_1.5050_3.4950_3.4950
56,39798,1.5050_2.5000_1.5050_3.4950_3.4950,29849,1.5050_2.5000_1.5050_2.5000_3.4950
56,29849,1.5050_2.5000_1.5050_2.5000_3.4950,9950,2.5000_2.5000_2.5000_2.5000_3.4950
56,9950,2.5000_2.5000_2.5000_2.5000_3.4950,0,2.5000_2.5000_2.5000_2.5000_2.5000
56,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
56,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
57,240730,4.4976_2.5021_4.4976_-1.4889_-0.4912,196385,3.4999_2.5021_4.4976_-0.4912_-0.4911
57,196385,3.4999_2.5021_4.4976_-0.4912_-0.4911,189042,3.4950_2.5000_2.5000_-0.4849_-0.4849
57,189042,3.4950_2.5000_2.5000_-0.4849_-0.4849,174772,3.4999_3.4999_3.4999_-1.4889_1.5044
57,174772,3.4999_3.4999_3.4999_-1.4889_1.5044,99496,0.5101_1.5050_3.4950_0.5101_2.5000
57,99496,0.5101_1.5050_3.4950_0.5101_2.5000,69647,1.5050_1.5050_2.5000_0.5101_1.5050
57,69647,1.5050_1.5050_2.5000_0.5101_1.5050,59697,0.5101_2.5000_2.5000_1.5050_1.5050
57,59697,0.5101_2.5000_2.5000_1.5050_1.5050,49748,0.5101_2.5000_2.5000_2.5000_1.5050
57,49748,0.5101_2.5000_2.5000_2.5000_1.5050,19899,1.5050_2.5000_2.5000_2.5000_1.5050
57,19899,1.5050_2.5000_2.5000_2.5000_1.5050,9950,2.5000_2.5000_2.5000_2.5000_1.5050
57,9950,2.5000_2.5000_2.5000_2.5000_1.5050,9950,2.5000_3.4950_2.5000_2.5000_2.5000
57,9950,2.5000_3.4950_2.5000_2.5000_2.5000,9950,2.5000_2.5000_2.5000_2.5000_3.4950
57,9950,2.5000_2.5000_2.5000_2.5000_3.4950,0,2.5000_2.5000_2.5000_2.5000_2.5000
57,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
57,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
57,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
57,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
57,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
58,290587,2.5021_2.5021_-1.4889_-1.4889_1.5043,268974,3.4999_2.5021_-0.4912_-1.4889_0.5066
58,268974,3.4999_2.5021_-0.4912_-1.4889_0.5066,248739,2.5000_1.5050_-1.4798_0.5101_0.5101
58,248739,2.5000_1.5050_-1.4798_0.5101_0.5101,228840,1.5050_2.5000_-0.4849_0.5101_-0.4849
58,228840,1.5050_2.5000_-0.4849_0.5101_-0.4849,169143,2.5000_2.5000_0.5101_0.5101_-0.4849
58,169143,2.5000_2.5000_0.5101_0.5101_-0.4849,99496,2.5000_3.4950_1.5050_0.5101_0.5101
58,99496,2.5000_3.4950_1.5050_0.5101_0.5101,69647,2.5000_1.5050_0.5101_1.5050_1.5050
58,69647,2.5000_1.5050_0.5101_1.5050_1.5050,49748,3.4950_2.5000_2.5000_2.5000_0.5101
58,49748,3.4950_2.5000_2.5000_2.5000_0.5101,29849,3.4950_2.5000_3.4950_3.4950_2.5000
58,29849,3.4950_2.5000_3.4950_3.4950_2.5000,19899,2.5000_2.5000_3.4950_3.4950_2.5000
58,19899,2.5000_2.5000_3.4950_3.4950_2.5000,19899,2.5000_2.5000_3.4950_1.5050_2.5000
58,19899,2.5000_2.5000_3.4950_1.5050_2.5000,19899,2.5000_2.5000_3.4950_1.5050_2.5000
58,19899,2.5000_2.5000_3.4950_1.5050_2.5000,9950,2.5000_2.5000_2.5000_1.5050_2.5000
58,9950,2.5000_2.5000_2.5000_1.5050_2.5000,9950,3.4950_2.5000_2.5000_2.5000_2.5000
58,9950,3.4950_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
58,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
58,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
58,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
58,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
59,516704,-2.4866_-0.4912_1.5044_-2.4866_-0.4912,500084,-3.4844_-1.4889_2.5021_-1.4889_1.5043
59,500084,-3.4844_-1.4889_2.5021_-1.4889_1.5043,472181,1.5044_-1.4889_2.5021_5.1200_-1.4889
59,472181,1.5044_-1.4889_2.5021_5.1200_-1.4889,165903,2.5021_0.5066_3.4999_4.4976_-0.4912
59,165903,2.5021_0.5066_3.4999_4.4976_-0.4912,129345,2.5000_0.5101_3.4950_4.4899_0.5101
59,129345,2.5000_0.5101_3.4950_4.4899_0.5101,97189,1.5044_2.5021_4.4976_4.4976_1.5043
59,97189,1.5044_2.5021_4.4976_4.4976_1.5043,49748,1.5050_3.4950_3.4950_3.4950_1.5050
59,49748,1.5050_3.4950_3.4950_3.4950_1.5050,29849,2.5000_2.5000_3.4950_3.4950_1.5050
59,29849,2.5000_2.5000_3.4950_3.4950_1.5050,0,2.5000_2.5000_2.5000_2.5000_2.5000
59,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
60,300574,1.5044_3.4999_-3.4844_1.5044_2.5021,257349,0.5066_4.4976_-2.4866_2.5021_2.5021
60,257349,0.5066_4.4976_-2.4866_2.5021_2.5021,226867,1.5044_3.4999_-2.4866_3.4999_2.5021
60,226867,1.5044_3.4999_-2.4866_3.4999_2.5021,216879,0.5066_1.5044_-0.4912_4.4976_0.5066
60,216879,0.5066_1.5044_-0.4912_4.4976_0.5066,169143,0.5101_0.5101_0.5101_4.4899_1.5050
60,169143,0.5101_0.5101_0.5101_4.4899_1.5050,99496,0.5101_0.5101_1.5050_3.4950_2.5000
60,99496,0.5101_0.5101_1.5050_3.4950_2.5000,69647,1.5050_1.5050_2.5000_1.5050_0.5101
60,69647,1.5050_1.5050_2.5000_1.5050_0.5101,59697,0.5101_2.5000_3.4950_2.5000_1.5050
60,59697,0.5101_2.5000_3.4950_2.5000_1.5050,19899,1.5050_2.5000_2.5000_2.5000_1.5050
60,19899,1.5050_2.5000_2.5000_2.5000_1.5050,19899,2.5000_2.5000_1.5050_3.4950_2.5000
60,19899,2.5000_2.5000_1.5050_3.4950_2.5000,9950,2.5000_3.4950_2.5000_2.5000_2.5000
60,9950,2.5000_3.4950_2.5000_2.5000_2.5000,9950,2.5000_3.4950_2.5000_2.5000_2.5000
60,9950,2.5000_3.4950_2.5000_2.5000_2.5000,9950,3.4950_2.5000_2.5000_2.5000_2.5000
60,9950,3.4950_2.5000_2.5000_2.5000_2.5000,9950,2.5000_1.5050_2.5000_2.5000_2.5000
60,9950,2.5000_1.5050_2.5000_2.5000_2.5000,9950,2.5000_2.5000_2.5000_2.5000_3.4950
60,9950,2.5000_2.5000_2.5000_2.5000_3.4950,0,2.5000_2.5000_2.5000_2.5000_2.5000
60,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
60,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
61,445233,4.4976_2.5021_0.5066_-0.4911_-4.4821,426377,2.5021_0.5066_1.5044_0.5066_-4.4821
61,426377,2.5021_0.5066_1.5044_0.5066_-4.4821,355426,2.5021_0.5066_0.5066_-0.4911_-2.4866
61,355426,2.5021_0.5066_0.5066_-0.4911_-2.4866,333813,3.4999_0.5066_-0.4911_-0.4911_-1.4889
61,333813,3.4999_0.5066_-0.4911_-0.4911_-1.4889,228840,3.4950_1.5050_1.5050_-1.4798_0.5101
61,228840,3.4950_1.5050_1.5050_-1.4798_0.5101,139294,2.5000_0.5101_2.5000_-0.4849_1.5050
61,139294,2.5000_0.5101_2.5000_-0.4849_1.5050,129344,1.5050_1.5050_3.4950_-0.4849_1.5050
61,129344,1.5050_1.5050_3.4950_-0.4849_1.5050,99496,1.5050_2.5000_3.4950_0.5101_0.5101
61,99496,1.5050_2.5000_3.4950_0.5101_0.5101,89546,0.5101_2.5000_2.5000_1.5050_0.5101
61,89546,0.5101_2.5000_2.5000_1.5050_0.5101,79597,0.5101_2.5000_2.5000_2.5000_0.5101
61,79597,0.5101_2.5000_2.5000_2.5000_0.5101,59697,0.5101_3.4950_2.5000_2.5000_1.5050
61,59697,0.5101_3.4950_2.5000_2.5000_1.5050,49748,0.5101_3.4950_2.5000_2.5000_2.5000
61,49748,0.5101_3.4950_2.5000_2.5000_2.5000,19899,1.5050_3.4950_2.5000_2.5000_2.5000
61,19899,1.5050_3.4950_2.5000_2.5000_2.5000,19899,2.5000_3.4950_2.5000_3.4950_2.5000
61,19899,2.5000_3.4950_2.5000_3.4950_2.5000,9950,2.5000_2.5000_2.5000_3.4950_2.5000
61,9950,2.5000_2.5000_2.5000_3.4950_2.5000,9950,2.5000_2.5000_1.5050_2.5000_2.5000
61,9950,2.5000_2.5000_1.5050_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
61,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
62,390901,1.5044_-0.4912_0.5066_-3.4844_2.5021,369288,1.5044_-0.4912_1.5044_-3.4844_2.5021
62,369288,1.5044_-0.4912_1.5044_-3.4844_2.5021,338806,2.5021_-1.4889_1.5043_-2.4866_2.5021
62,338806,2.5021_-1.4889_1.5043_-2.4866_2.5021,338806,2.5021_-1.4889_1.5044_-2.4866_2.5021
62,338806,2.5021_-1.4889_1.5044_-2.4866_2.5021,238492,2.5021_-0.4912_2.5021_-1.4889_2.5021
62,238492,2.5021_-0.4912_2.5021_-1.4889_2.5021,230742,2.5021_-0.4912_3.4999_-1.4889_3.4999
62,230742,2.5021_-0.4912_3.4999_-1.4889_3.4999,226867,3.4999_-0.4912_3.4999_-1.4889_3.4999
62,226867,3.4999_-0.4912_3.4999_-1.4889_3.4999,162028,1.5044_1.5044_4.4976_-0.4912_4.4976
62,162028,1.5044_1.5044_4.4976_-0.4912_4.4976,29849,2.5000_2.5000_1.5050_1.5050_1.5050
62,29849,2.5000_2.5000_1.5050_1.5050_1.5050,29849,1.5050_1.5050_2.5000_2.5000_1.5050
62,29849,1.5050_1.5050_2.5000_2.5000_1.5050,19899,2.5000_2.5000_3.4950_2.5000_1.5050
62,19899,2.5000_2.5000_3.4950_2.5000_1.5050,19899,2.5000_2.5000_3.4950_2.5000_1.5050
62,19899,2.5000_2.5000_3.4950_2.5000_1.5050,19899,2.5000_2.5000_3.4950_3.4950_2.5000
62,19899,2.5000_2.5000_3.4950_3.4950_2.5000,9950,2.5000_2.5000_2.5000_3.4950_2.5000
62,9950,2.5000_2.5000_2.5000_3.4950_2.5000,9950,3.4950_2.5000_2.5000_2.5000_2.5000
62,9950,3.4950_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
62,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
62,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
63,593767,-3.4844_2.5021_-3.4844_4.4976_-1.4889,549423,-3.4844_2.5021_-3.4844_3.4999_-0.4912
63,549423,-3.4844_2.5021_-3.4844_3.4999_-0.4912,492334,-4.4821_3.4999_-1.4889_1.5044_0.5066
63,492334,-4.4821_3.4999_-1.4889_1.5044_0.5066,265099,-2.4866_3.4999_0.5066_2.5021_1.5044
63,265099,-2.4866_3.4999_0.5066_2.5021_1.5044,59697,0.5101_3.4950_2.5000_2.5000_3.4950
63,59697,0.5101_3.4950_2.5000_2.5000_3.4950,49748,1.5050_2.5000_2.5000_2.5000_4.4899
63,49748,1.5050_2.5000_2.5000_2.5000_4.4899,19899,2.5000_1.5050_2.5000_2.5000_1.5050
63,19899,2.5000_1.5050_2.5000_2.5000_1.5050,9950,2.5000_2.5000_2.5000_2.5000_1.5050
63,9950,2.5000_2.5000_2.5000_2.5000_1.5050,9950,2.5000_2.5000_2.5000_2.5000_1.5050
63,9950,2.5000_2.5000_2.5000_2.5000_1.5050,0,2.5000_2.5000_2.5000_2.5000_2.5000
