run,fit1,node1,fit2,node2
95,59697,2.5000_2.5000_1.5050_1.5050_0.5101,39798,3.4950_3.4950_1.5050_2.5000_1.5050
95,39798,3.4950_3.4950_1.5050_2.5000_1.5050,39798,3.4950_3.4950_1.5050_2.5000_1.5050
95,39798,3.4950_3.4950_1.5050_2.5000_1.5050,29849,3.4950_3.4950_1.5050_2.5000_2.5000
95,29849,3.4950_3.4950_1.5050_2.5000_2.5000,19899,3.4950_2.5000_1.5050_2.5000_2.5000
95,19899,3.4950_2.5000_1.5050_2.5000_2.5000,19899,3.4950_2.5000_2.5000_3.4950_2.5000
95,19899,3.4950_2.5000_2.5000_3.4950_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
95,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
95,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
95,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
95,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
95,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
95,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
95,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
96,397014,2.5021_-3.4844_4.4976_1.5044_-1.4889,109445,1.5050_1.5050_0.5101_1.5050_4.4899
96,109445,1.5050_1.5050_0.5101_1.5050_4.4899,109445,-0.4849_1.5050_1.5050_2.5000_2.5000
96,109445,-0.4849_1.5050_1.5050_2.5000_2.5000,19899,1.5050_2.5000_2.5000_1.5050_2.5000
96,19899,1.5050_2.5000_2.5000_1.5050_2.5000,9950,2.5000_1.5050_2.5000_2.5000_2.5000
96,9950,2.5000_1.5050_2.5000_2.5000_2.5000,9950,2.5000_1.5050_2.5000_2.5000_2.5000
96,9950,2.5000_1.5050_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
96,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
97,434127,0.5066_1.5044_-2.4866_1.5044_-2.4866,421383,0.5066_2.5021_-2.4866_1.5044_-2.4866
97,421383,0.5066_2.5021_-2.4866_1.5044_-2.4866,417508,0.5066_3.4999_-2.4866_1.5044_-2.4866
97,417508,0.5066_3.4999_-2.4866_1.5044_-2.4866,403645,-0.4911_1.5044_-2.4866_2.5021_-1.4889
97,403645,-0.4911_1.5044_-2.4866_2.5021_-1.4889,360419,0.5066_2.5021_-2.4866_2.5021_-1.4889
97,360419,0.5066_2.5021_-2.4866_2.5021_-1.4889,281718,1.5044_0.5066_-0.4912_3.4999_-1.4889
97,281718,1.5044_0.5066_-0.4912_3.4999_-1.4889,238790,1.5050_-0.4849_0.5101_3.4950_-0.4849
97,238790,1.5050_-0.4849_0.5101_3.4950_-0.4849,234617,1.5044_-1.4889_1.5044_4.4976_0.5066
97,234617,1.5044_-1.4889_1.5044_4.4976_0.5066,213004,1.5044_-1.4889_1.5044_4.4976_1.5044
97,213004,1.5044_-1.4889_1.5044_4.4976_1.5044,129345,0.5101_0.5101_2.5000_1.5050_0.5101
97,129345,0.5101_0.5101_2.5000_1.5050_0.5101,129344,1.5050_1.5050_3.4950_-0.4849_1.5050
97,129344,1.5050_1.5050_3.4950_-0.4849_1.5050,89546,2.5000_2.5000_2.5000_2.5000_-0.4849
97,89546,2.5000_2.5000_2.5000_2.5000_-0.4849,59697,2.5000_2.5000_3.4950_3.4950_0.5101
97,59697,2.5000_2.5000_3.4950_3.4950_0.5101,39798,2.5000_2.5000_2.5000_2.5000_0.5101
97,39798,2.5000_2.5000_2.5000_2.5000_0.5101,29849,2.5000_3.4950_3.4950_1.5050_2.5000
97,29849,2.5000_3.4950_3.4950_1.5050_2.5000,19899,1.5050_2.5000_2.5000_1.5050_2.5000
97,19899,1.5050_2.5000_2.5000_1.5050_2.5000,19899,2.5000_2.5000_2.5000_1.5050_3.4950
97,19899,2.5000_2.5000_2.5000_1.5050_3.4950,19899,2.5000_2.5000_1.5050_1.5050_2.5000
97,19899,2.5000_2.5000_1.5050_1.5050_2.5000,9950,2.5000_1.5050_2.5000_2.5000_2.5000
97,9950,2.5000_1.5050_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
98,313318,3.4999_0.5066_-0.4912_-2.4866_3.4999,265099,0.5066_2.5021_1.5044_-2.4866_3.4999
98,265099,0.5066_2.5021_1.5044_-2.4866_3.4999,226867,1.5044_3.4999_2.5021_-2.4866_3.4999
98,226867,1.5044_3.4999_2.5021_-2.4866_3.4999,162028,0.5066_3.4999_3.4999_-0.4912_4.4976
98,162028,0.5066_3.4999_3.4999_-0.4912_4.4976,69647,2.5000_0.5101_3.4950_1.5050_1.5050
98,69647,2.5000_0.5101_3.4950_1.5050_1.5050,69647,2.5000_0.5101_3.4950_1.5050_1.5050
98,69647,2.5000_0.5101_3.4950_1.5050_1.5050,59697,2.5000_1.5050_4.4899_2.5000_1.5050
98,59697,2.5000_1.5050_4.4899_2.5000_1.5050,39798,3.4950_1.5050_3.4950_2.5000_1.5050
98,39798,3.4950_1.5050_3.4950_2.5000_1.5050,29849,3.4950_2.5000_3.4950_2.5000_1.5050
98,29849,3.4950_2.5000_3.4950_2.5000_1.5050,0,2.5000_2.5000_2.5000_2.5000_2.5000
98,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
98,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
98,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
99,600399,2.5021_-1.4889_-3.4844_-2.4866_-0.4911,596524,3.4999_-1.4889_-3.4844_-2.4866_-0.4912
99,596524,3.4999_-1.4889_-3.4844_-2.4866_-0.4912,583780,4.4976_-2.4866_-1.4889_-2.4866_-1.4889
99,583780,4.4976_-2.4866_-1.4889_-2.4866_-1.4889,412514,1.5044_-2.4867_1.5044_-2.4866_1.5044
99,412514,1.5044_-2.4867_1.5044_-2.4866_1.5044,399770,1.5044_-2.4866_2.5021_-2.4866_1.5044
99,399770,1.5044_-2.4866_2.5021_-2.4866_1.5044,364295,1.5043_-1.4889_1.5044_-2.4866_1.5044
99,364295,1.5043_-1.4889_1.5044_-2.4866_1.5044,218890,2.5000_-0.4849_0.5101_-0.4849_2.5000
99,218890,2.5000_-0.4849_0.5101_-0.4849_2.5000,79597,3.4950_1.5050_0.5101_1.5050_3.4950
99,79597,3.4950_1.5050_0.5101_1.5050_3.4950,69647,3.4950_2.5000_0.5101_1.5050_3.4950
99,69647,3.4950_2.5000_0.5101_1.5050_3.4950,69647,3.4950_2.5000_1.5050_1.5050_4.4899
99,69647,3.4950_2.5000_1.5050_1.5050_4.4899,67826,4.4976_3.4999_2.5021_2.5021_4.4976
99,67826,4.4976_3.4999_2.5021_2.5021_4.4976,67826,4.4976_3.4999_2.5021_2.5021_4.4976
99,67826,4.4976_3.4999_2.5021_2.5021_4.4976,59697,4.4899_2.5000_3.4950_2.5000_3.4950
99,59697,4.4899_2.5000_3.4950_2.5000_3.4950,19899,2.5000_2.5000_3.4950_2.5000_3.4950
99,19899,2.5000_2.5000_3.4950_2.5000_3.4950,19899,2.5000_3.4950_3.4950_2.5000_2.5000
99,19899,2.5000_3.4950_3.4950_2.5000_2.5000,19899,2.5000_3.4950_3.4950_2.5000_2.5000
99,19899,2.5000_3.4950_3.4950_2.5000_2.5000,9950,1.5050_2.5000_2.5000_2.5000_2.5000
99,9950,1.5050_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
99,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
100,410876,-4.4821_3.4999_0.5066_0.5066_4.4976,339406,-4.4821_4.4976_3.4999_3.4999_4.4976
100,339406,-4.4821_4.4976_3.4999_3.4999_4.4976,320890,0.5066_0.5066_4.4976_2.5021_5.1200
100,320890,0.5066_0.5066_4.4976_2.5021_5.1200,299277,1.5043_0.5066_4.4976_2.5021_5.1200
100,299277,1.5043_0.5066_4.4976_2.5021_5.1200,290409,1.5044_1.5043_4.4976_1.5044_5.1200
100,290409,1.5044_1.5043_4.4976_1.5044_5.1200,271390,2.5000_1.5050_3.4950_1.5050_5.1200
100,271390,2.5000_1.5050_3.4950_1.5050_5.1200,69647,2.5000_1.5050_3.4950_1.5050_4.4899
100,69647,2.5000_1.5050_3.4950_1.5050_4.4899,69647,2.5000_1.5050_3.4950_1.5050_4.4899
100,69647,2.5000_1.5050_3.4950_1.5050_4.4899,67826,3.4999_2.5021_4.4976_2.5021_4.4976
100,67826,3.4999_2.5021_4.4976_2.5021_4.4976,59697,2.5000_2.5000_4.4899_1.5050_3.4950
100,59697,2.5000_2.5000_4.4899_1.5050_3.4950,59697,1.5050_2.5000_4.4899_2.5000_3.4950
100,59697,1.5050_2.5000_4.4899_2.5000_3.4950,49748,2.5000_2.5000_4.4899_2.5000_3.4950
100,49748,2.5000_2.5000_4.4899_2.5000_3.4950,39798,3.4950_2.5000_3.4950_3.4950_3.4950
100,39798,3.4950_2.5000_3.4950_3.4950_3.4950,19899,3.4950_2.5000_2.5000_2.5000_3.4950
100,19899,3.4950_2.5000_2.5000_2.5000_3.4950,9950,3.4950_2.5000_2.5000_2.5000_2.5000
100,9950,3.4950_2.5000_2.5000_2.5000_2.5000,9950,2.5000_2.5000_2.5000_3.4950_2.5000
100,9950,2.5000_2.5000_2.5000_3.4950_2.5000,9950,2.5000_2.5000_2.5000_2.5000_3.4950
100,9950,2.5000_2.5000_2.5000_2.5000_3.4950,0,2.5000_2.5000_2.5000_2.5000_2.5000
100,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
100,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
